Date & time of file creation	10/06/2018 10:16 PM													
Data file path	C:\Users\ameli\Desktop\Luke Strasiotto\10062018\New_8.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
SDWD0003000199      , CH 1	1	60.06	28.45	0.00	100.00	18.60	18.60	0.000						
SDWD0003000199      , CH 2	1	60.06	28.45	0.00	100.00	18.60	18.60	0.000						
SDWD0003000199      , CH 3	1	60.06	28.45	0.00	100.00	18.60	18.60	0.000						
SDWD0003000199      , CH 4	1	60.06	28.45	0.00	100.00	18.60	18.60	0.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	SDWD0003000199      , CH 1 phase [r.U.]	SDWD0003000199      , CH 1 temp [°C]	SDWD0003000199      , CH 1 O2 [% air saturation]	SDWD0003000199      , CH 2 phase [r.U.]	SDWD0003000199      , CH 2 temp [°C]	SDWD0003000199      , CH 2 O2 [% air saturation]	SDWD0003000199      , CH 3 phase [r.U.]	SDWD0003000199      , CH 3 temp [°C]	SDWD0003000199      , CH 3 O2 [% air saturation]	SDWD0003000199      , CH 4 phase [r.U.]	SDWD0003000199      , CH 4 temp [°C]	SDWD0003000199      , CH 4 O2 [% air saturation]
10/06/2018 10:16:25 PM	3611477785	1013.00	27.61	18.52	108.3	27.68	18.52	107.6	27.55	18.52	108.9	27.66	18.52	107.8
10/06/2018 10:16:26 PM	3611477786	1013.00	27.59	18.51	108.5	27.65	18.51	107.9	27.50	18.51	109.4	27.64	18.51	108.0
10/06/2018 10:16:27 PM	3611477787	1013.00	27.61	18.51	108.3	27.66	18.51	107.8	27.56	18.51	108.8	27.67	18.51	107.7
10/06/2018 10:16:28 PM	3611477788	1013.00	27.59	18.51	108.5	27.64	18.51	108.0	27.55	18.51	108.9	27.67	18.51	107.7
10/06/2018 10:16:29 PM	3611477789	1013.00	27.60	18.51	108.4	27.67	18.51	107.7	27.58	18.51	108.6	27.69	18.51	107.5
10/06/2018 10:16:30 PM	3611477790	1013.00	27.59	18.50	108.5	27.65	18.50	107.9	27.54	18.50	109.0	27.67	18.50	107.7
10/06/2018 10:16:31 PM	3611477791	1013.00	27.59	18.50	108.5	27.68	18.50	107.6	27.53	18.50	109.1	27.67	18.50	107.7
10/06/2018 10:16:32 PM	3611477792	1013.00	27.58	18.51	108.6	27.65	18.51	107.9	27.52	18.51	109.2	27.63	18.51	108.1
10/06/2018 10:16:33 PM	3611477793	1013.00	27.59	18.51	108.5	27.64	18.51	108.0	27.55	18.51	108.9	27.66	18.51	107.8
10/06/2018 10:16:34 PM	3611477794	1013.00	27.60	18.51	108.4	27.65	18.51	107.9	27.52	18.51	109.2	27.65	18.51	107.9
10/06/2018 10:16:35 PM	3611477795	1013.00	27.57	18.51	108.7	27.66	18.51	107.8	27.56	18.51	108.8	27.66	18.51	107.8
10/06/2018 10:16:36 PM	3611477796	1013.00	27.59	18.51	108.5	27.64	18.51	108.0	27.53	18.51	109.1	27.64	18.51	108.0
10/06/2018 10:16:37 PM	3611477797	1013.00	27.58	18.51	108.6	27.63	18.51	108.1	27.53	18.51	109.1	27.65	18.51	107.9
10/06/2018 10:16:38 PM	3611477798	1013.00	27.58	18.50	108.6	27.64	18.50	108.0	27.54	18.50	109.0	27.66	18.50	107.8
